#N=10000 sum of ti-dists depending on pacement of r on and axis
dist-from-0 ti-dist-sum-3 ti-dist-sum-4 ti-dist-sum-5
4.5300e+001 1.6865e+009 1.5390e+009 1.4018e+009
4.5400e+001 1.6865e+009 1.5390e+009 1.4017e+009
4.5500e+001 1.6864e+009 1.5389e+009 1.4017e+009
4.5600e+001 1.6864e+009 1.5389e+009 1.4017e+009
4.5700e+001 1.6863e+009 1.5389e+009 1.4017e+009
4.5800e+001 1.6863e+009 1.5389e+009 1.4016e+009
4.5900e+001 1.6863e+009 1.5388e+009 1.4016e+009
4.6000e+001 1.6862e+009 1.5388e+009 1.4016e+009
4.6100e+001 1.6862e+009 1.5388e+009 1.4016e+009
4.6200e+001 1.6861e+009 1.5387e+009 1.4015e+009
4.6300e+001 1.6861e+009 1.5387e+009 1.4015e+009
4.6400e+001 1.6861e+009 1.5387e+009 1.4015e+009
4.6500e+001 1.6860e+009 1.5386e+009 1.4015e+009
4.6600e+001 1.6860e+009 1.5386e+009 1.4014e+009
4.6700e+001 1.6859e+009 1.5386e+009 1.4014e+009
4.6800e+001 1.6859e+009 1.5385e+009 1.4014e+009
4.6900e+001 1.6859e+009 1.5385e+009 1.4014e+009
4.7000e+001 1.6858e+009 1.5385e+009 1.4013e+009
4.7100e+001 1.6858e+009 1.5384e+009 1.4013e+009
4.7200e+001 1.6858e+009 1.5384e+009 1.4013e+009
4.7300e+001 1.6857e+009 1.5384e+009 1.4013e+009
4.7400e+001 1.6857e+009 1.5384e+009 1.4012e+009
4.7500e+001 1.6857e+009 1.5383e+009 1.4012e+009
4.7600e+001 1.6856e+009 1.5383e+009 1.4012e+009
4.7700e+001 1.6856e+009 1.5383e+009 1.4012e+009
4.7800e+001 1.6855e+009 1.5382e+009 1.4011e+009
4.7900e+001 1.6855e+009 1.5382e+009 1.4011e+009
4.8000e+001 1.6855e+009 1.5382e+009 1.4011e+009
4.8100e+001 1.6854e+009 1.5382e+009 1.4011e+009
4.8200e+001 1.6854e+009 1.5381e+009 1.4010e+009
4.8300e+001 1.6854e+009 1.5381e+009 1.4010e+009
4.8400e+001 1.6853e+009 1.5381e+009 1.4010e+009
4.8500e+001 1.6853e+009 1.5380e+009 1.4010e+009
4.8600e+001 1.6853e+009 1.5380e+009 1.4010e+009
4.8700e+001 1.6852e+009 1.5380e+009 1.4009e+009
4.8800e+001 1.6852e+009 1.5380e+009 1.4009e+009
4.8900e+001 1.6852e+009 1.5379e+009 1.4009e+009
4.9000e+001 1.6851e+009 1.5379e+009 1.4009e+009
4.9100e+001 1.6851e+009 1.5379e+009 1.4008e+009
4.9200e+001 1.6850e+009 1.5378e+009 1.4008e+009
4.9300e+001 1.6850e+009 1.5378e+009 1.4008e+009
4.9400e+001 1.6850e+009 1.5378e+009 1.4008e+009
4.9500e+001 1.6849e+009 1.5378e+009 1.4007e+009
4.9600e+001 1.6849e+009 1.5377e+009 1.4007e+009
4.9700e+001 1.6849e+009 1.5377e+009 1.4007e+009
4.9800e+001 1.6848e+009 1.5377e+009 1.4007e+009
4.9900e+001 1.6848e+009 1.5377e+009 1.4007e+009
5.0000e+001 1.6848e+009 1.5376e+009 1.4006e+009
